title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Data Scientist,Tiger Analytics,Data Scientist,Hyderabad,Hybrid,5-8 Yrs,5,8,6.5,Not disclosed,Must-Have Skills: Regression / Classification/Optimization/ Python proficiency in these...,"data science, classification, regression, python, natural language processing, processing, process, data",https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-chennai-bengaluru-5-to-8-years-160226018498,"Must-Have Skills: Regression / Classification/Optimization/ Python proficiency in these... data science, classification, regression, python, natural language processing, processing, process, data",[],8,"['data science', 'classification', 'regression', 'python', 'natural language processing', 'processing', 'process', 'data']","data science, classification, regression, python, natural language processing, processing, process, data"
Data Scientist,Tiger Analytics,Data Scientist,Hyderabad,Hybrid,4-7 Yrs,4,7,5.5,Not disclosed,Generative AI & NLP Expertise : Extensive experience in developing and deploying Genera...,"generative ai, natural language processing, aiml, deployment, python, machine learning, data, machine",https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-chennai-bengaluru-4-to-7-years-150226004217,"Generative AI & NLP Expertise : Extensive experience in developing and deploying Genera... generative ai, natural language processing, aiml, deployment, python, machine learning, data, machine",[],8,"['generative ai', 'natural language processing', 'aiml', 'deployment', 'python', 'machine learning', 'data', 'machine']","generative ai, natural language processing, aiml, deployment, python, machine learning, data, machine"
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Data Scientist,Gurugram,On-site,4-9 Yrs,4,9,6.5,Not disclosed,S&C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising experienc...,"data analysis, machine learning, merchandising, retail, artificial intelligence, project management, python, predictive analytics",https://www.naukri.com/job-listings-s-c-global-network-ai-retail-consultant-data-scientist-accenture-solutions-pvt-ltd-gurugram-4-to-9-years-160226926195,"S&C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising experienc... data analysis, machine learning, merchandising, retail, artificial intelligence, project management, python, predictive analytics",[],8,"['data analysis', 'machine learning', 'merchandising', 'retail', 'artificial intelligence', 'project management', 'python', 'predictive analytics']","data analysis, machine learning, merchandising, retail, artificial intelligence, project management, python, predictive analytics"
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Data Scientist,Gurugram,On-site,4-9 Yrs,4,9,6.5,Not disclosed,C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising experience)...,"python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis",https://www.naukri.com/job-listings-s-c-global-network-ai-retail-consultant-data-scientist-accenture-solutions-pvt-ltd-gurugram-4-to-9-years-160226926218,"C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising experience)... python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis",[],8,"['python', 'natural language processing', 'machine learning', 'artificial intelligence', 'deep learning', 'c++', 'data analytics', 'data analysis']","python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis"
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Data Scientist,Gurugram,On-site,4-9 Yrs,4,9,6.5,Not disclosed,S&C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising). We are ...,"machine learning, merchandising, tensorflow, computer science, data science, python, data analysis, it services",https://www.naukri.com/job-listings-s-c-global-network-ai-retail-consultant-data-scientist-accenture-solutions-pvt-ltd-gurugram-4-to-9-years-160226926209,"S&C Global Network - AI - Retail - Consultant - Data Scientist (Merchandising). We are ... machine learning, merchandising, tensorflow, computer science, data science, python, data analysis, it services",[],8,"['machine learning', 'merchandising', 'tensorflow', 'computer science', 'data science', 'python', 'data analysis', 'it services']","machine learning, merchandising, tensorflow, computer science, data science, python, data analysis, it services"
S&C Global Network - AI - Retail - Consultant - Data Scientist,Accenture,Data Scientist,Gurugram,On-site,3-7 Yrs,3,7,5.0,Not disclosed,C Global Network - AI - Retail - Consultant - Data Scientist (Retail Media experience)....,"python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis",https://www.naukri.com/job-listings-s-c-global-network-ai-retail-consultant-data-scientist-accenture-solutions-pvt-ltd-gurugram-3-to-7-years-160226926202,"C Global Network - AI - Retail - Consultant - Data Scientist (Retail Media experience).... python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis",[],8,"['python', 'natural language processing', 'machine learning', 'artificial intelligence', 'deep learning', 'c++', 'data analytics', 'data analysis']","python, natural language processing, machine learning, artificial intelligence, deep learning, c++, data analytics, data analysis"
Data Scientist,Cybage,Data Scientist,Pune,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Minimum 60% in any two of the following: Secondary, Higher Secondary, and GraduationMin...","data scientist, tensorflow, azure, data preprocessing, natural language processing, ai, forecasting, machine learning",https://www.naukri.com/job-listings-data-scientist-cybage-software-pvt-ltd-pune-5-to-10-years-090226902841,"Minimum 60% in any two of the following: Secondary, Higher Secondary, and GraduationMin... data scientist, tensorflow, azure, data preprocessing, natural language processing, ai, forecasting, machine learning",[],8,"['data scientist', 'tensorflow', 'azure', 'data preprocessing', 'natural language processing', 'ai', 'forecasting', 'machine learning']","data scientist, tensorflow, azure, data preprocessing, natural language processing, ai, forecasting, machine learning"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,5-7 Yrs,5,7,6.0,Not disclosed,"Work with broader team to build, analyze and improve the AI solutions.You will also wor...","data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-7-years-090226905928,"Work with broader team to build, analyze and improve the AI solutions.You will also wor... data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications",[],8,"['data scientist', 'algorithms', 'python', 'data analytics', 'data pipelines', 'ai solutions', 'ai', 'enterprise applications']","data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications"
T&T | Customer Strategy & Design Data Scientist,Deloitte Consulting,Data Scientist,Bengaluru,On-site,4-9 Yrs,4,9,6.5,Not disclosed,"Expertise in Python / R and ML libraries (eg, Scikit-learn, XGBoost, TensorFlow, PyTorc...","stakeholder engagement, data analysis, process optimization, gcp, analytical, consulting, machine learning, forecasting",https://www.naukri.com/job-listings-t-t-customer-strategy-design-data-scientist-deloitte-bengaluru-4-to-9-years-090226503784,"Expertise in Python / R and ML libraries (eg, Scikit-learn, XGBoost, TensorFlow, PyTorc... stakeholder engagement, data analysis, process optimization, gcp, analytical, consulting, machine learning, forecasting",[],8,"['stakeholder engagement', 'data analysis', 'process optimization', 'gcp', 'analytical', 'consulting', 'machine learning', 'forecasting']","stakeholder engagement, data analysis, process optimization, gcp, analytical, consulting, machine learning, forecasting"
Data Scientist AI/ML,Yash Technologies,Data Scientist,Hyderabad,On-site,4-7 Yrs,4,7,5.5,Not disclosed,We are looking forward to hire AI/ML Professionals in the following areas :   ...,"computer science, computer vision, backend, django, machine learning, scala, agile, monitoring",https://www.naukri.com/job-listings-data-scientist-ai-ml-yash-technologies-hyderabad-4-to-7-years-160226505901,"We are looking forward to hire AI/ML Professionals in the following areas :   ... computer science, computer vision, backend, django, machine learning, scala, agile, monitoring",[],8,"['computer science', 'computer vision', 'backend', 'django', 'machine learning', 'scala', 'agile', 'monitoring']","computer science, computer vision, backend, django, machine learning, scala, agile, monitoring"
Data Scientist,Fintech company,Data Scientist,Noida,On-site,2-7 Yrs,2,7,4.5,18-19 Lacs PA,About the RoleA Experienced Data Scientist to build and deploy scalable machine learni...,"data science, artificial intelligence, machine learning, statistical modeling, machine, intelligence, data, modeling",https://www.naukri.com/job-listings-data-scientist-converge-staffing-solutions-noida-2-to-7-years-220226004070,"About the RoleA Experienced Data Scientist to build and deploy scalable machine learni... data science, artificial intelligence, machine learning, statistical modeling, machine, intelligence, data, modeling",[],8,"['data science', 'artificial intelligence', 'machine learning', 'statistical modeling', 'machine', 'intelligence', 'data', 'modeling']","data science, artificial intelligence, machine learning, statistical modeling, machine, intelligence, data, modeling"
Data Scientist,DCM Shriram,Data Scientist,Bharuch,On-site,2-3 Yrs,2,3,2.5,Not disclosed,Experience to merge and transform disparate internal & external data sets together to c...,"data science, power bi, advanced analytics, tableau, machine learning, r/python, artificial intelligence, natural language processing",https://www.naukri.com/job-listings-data-scientist-dcm-shriram-bharuch-jhagadia-2-to-3-years-190226919387,"Experience to merge and transform disparate internal & external data sets together to c... data science, power bi, advanced analytics, tableau, machine learning, r/python, artificial intelligence, natural language processing",[],8,"['data science', 'power bi', 'advanced analytics', 'tableau', 'machine learning', 'r/python', 'artificial intelligence', 'natural language processing']","data science, power bi, advanced analytics, tableau, machine learning, r/python, artificial intelligence, natural language processing"
Data Scientist-Gen AI,Artech,Data Scientist,Hyderabad,Hybrid,5-8 Yrs,5,8,6.5,5-13 Lacs PA,Must Have) 2+ years working with GCP (Google Cloud Platform and its services ) or alter...,"generative ai, gcp, python, artificial intelligence, data",https://www.naukri.com/job-listings-data-scientist-gen-ai-artech-hyderabad-chennai-bengaluru-5-to-8-years-190226026033,"Must Have) 2+ years working with GCP (Google Cloud Platform and its services ) or alter... generative ai, gcp, python, artificial intelligence, data",[],5,"['generative ai', 'gcp', 'python', 'artificial intelligence', 'data']","generative ai, gcp, python, artificial intelligence, data"
Data Scientist,Leading IT MNC,Data Scientist,Bengaluru,Hybrid,6-11 Yrs,6,11,8.5,Not disclosed,"Bachelors / Master s in Computer Science, Data Science, AI, or related fieldRequired Sk...","data science, generative ai, machine learning, python, sql, natural language processing, processing, artificial intelligence",https://www.naukri.com/job-listings-data-scientist-leinex-consulting-bengaluru-6-to-11-years-190226033396,"Bachelors / Master s in Computer Science, Data Science, AI, or related fieldRequired Sk... data science, generative ai, machine learning, python, sql, natural language processing, processing, artificial intelligence",[],8,"['data science', 'generative ai', 'machine learning', 'python', 'sql', 'natural language processing', 'processing', 'artificial intelligence']","data science, generative ai, machine learning, python, sql, natural language processing, processing, artificial intelligence"
AIML Data Scientist,Cognizant,Data Scientist,Bengaluru,On-site,9-11 Yrs,9,11,10.0,Not disclosed,Curiosity to think in fresh and unique ways with the intent of breaking new ground. . M...,"cuda, continuous integration, api gateway, data, mathematics, scale, azure devops, sql",https://www.naukri.com/job-listings-aiml-data-scientist-cognizant-bengaluru-9-to-11-years-140226016062,"Curiosity to think in fresh and unique ways with the intent of breaking new ground. . M... cuda, continuous integration, api gateway, data, mathematics, scale, azure devops, sql",[],8,"['cuda', 'continuous integration', 'api gateway', 'data', 'mathematics', 'scale', 'azure devops', 'sql']","cuda, continuous integration, api gateway, data, mathematics, scale, azure devops, sql"
Data Scientist,US MNC (Analytics),Data Scientist,Pune,Hybrid,3-8 Yrs,3,8,5.5,20-35 Lacs PA,Type : Full Time Required SkillsExperience : 3+ Years .  Strong hands-on experience in ...,"artificial intelligence, natural language processing, machine learning, sql, python, predictive modeling, decision tree, k-means",https://www.naukri.com/job-listings-data-scientist-aspyra-hr-services-pune-bengaluru-delhi-ncr-3-to-8-years-080226004365,"Type : Full Time Required SkillsExperience : 3+ Years .  Strong hands-on experience in ... artificial intelligence, natural language processing, machine learning, sql, python, predictive modeling, decision tree, k-means",[],8,"['artificial intelligence', 'natural language processing', 'machine learning', 'sql', 'python', 'predictive modeling', 'decision tree', 'k-means']","artificial intelligence, natural language processing, machine learning, sql, python, predictive modeling, decision tree, k-means"
Data Scientist,Virtusa,Data Scientist,Hyderabad,On-site,5-8 Yrs,5,8,6.5,Not disclosed,"Key ResponsibilitiesDesign and implement end-to-end Machine Learning pipelines, coveri...","artificial intelligence, aiml, xgboost, time series analysis, azure databricks, machine learning, python, sql",https://www.naukri.com/job-listings-data-scientist-virtusa-hyderabad-5-to-8-years-170226027946,"Key ResponsibilitiesDesign and implement end-to-end Machine Learning pipelines, coveri... artificial intelligence, aiml, xgboost, time series analysis, azure databricks, machine learning, python, sql",[],8,"['artificial intelligence', 'aiml', 'xgboost', 'time series analysis', 'azure databricks', 'machine learning', 'python', 'sql']","artificial intelligence, aiml, xgboost, time series analysis, azure databricks, machine learning, python, sql"
Data Scientist,Black Turtle,Data Scientist,Mumbai (All Areas),Hybrid,3-7 Yrs,3,7,5.0,Not disclosed,NP: IMMEDIATE/ SERVING NOTICE PERIOD ONLYMinimum 3+ years of experience as a Data Scien...,"hive, power bi, hadoop, kafka, python, r, sql, data",https://www.naukri.com/job-listings-data-scientist-black-turtle-mumbai-all-areas-3-to-7-years-191125010797,"NP: IMMEDIATE/ SERVING NOTICE PERIOD ONLYMinimum 3+ years of experience as a Data Scien... hive, power bi, hadoop, kafka, python, r, sql, data",[],7,"['hive', 'power bi', 'hadoop', 'kafka', 'python', 'sql', 'data']","hive, power bi, hadoop, kafka, python, sql, data"
Data Scientist (NLP / Python),Cloudxtreme,Data Scientist,Hyderabad,On-site,7-10 Yrs,7,10,8.5,Not disclosed,POSITION / TITLE: Data Science LeadLocation: Offshore- Pune/Bangalore/HyderabadExp: 7 ...,"data science, implementing on data science, python, large language model, natural language processing, cloud platforms, nosql databases, ml pipelines",https://www.naukri.com/job-listings-data-scientist-nlp-python-cloudxtreme-hyderabad-pune-bengaluru-7-to-10-years-110226032905,"POSITION / TITLE: Data Science LeadLocation: Offshore- Pune/Bangalore/HyderabadExp: 7 ... data science, implementing on data science, python, large language model, natural language processing, cloud platforms, nosql databases, ml pipelines",[],8,"['data science', 'implementing on data science', 'python', 'large language model', 'natural language processing', 'cloud platforms', 'nosql databases', 'ml pipelines']","data science, implementing on data science, python, large language model, natural language processing, cloud platforms, nosql databases, ml pipelines"
Data Scientist,Iris Software,Data Scientist,Noida,On-site,7-9 Yrs,7,9,8.0,Not disclosed,Shift time: 08:00 am to 05:00 pm. Engineering and ETL experience including database mod...,"pyspark, machine learning, python, data science, predictive modeling, artificial intelligence, natural language processing, aiml",https://www.naukri.com/job-listings-data-scientist-iris-software-noida-gurugram-delhi-ncr-7-to-9-years-180226031366,"Shift time: 08:00 am to 05:00 pm. Engineering and ETL experience including database mod... pyspark, machine learning, python, data science, predictive modeling, artificial intelligence, natural language processing, aiml",[],8,"['pyspark', 'machine learning', 'python', 'data science', 'predictive modeling', 'artificial intelligence', 'natural language processing', 'aiml']","pyspark, machine learning, python, data science, predictive modeling, artificial intelligence, natural language processing, aiml"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,5-8 Yrs,5,8,6.5,Not disclosed,Experience with AI frameworks such as LangChain . Troubleshooting skills and creative i...,"data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-8-years-130226924040,"Experience with AI frameworks such as LangChain . Troubleshooting skills and creative i... data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm",[],8,"['data scientist', 'kubernetes', 'python', 'ai solutions', 'ai', 'business processes', 'cloud platforms', 'llm']","data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm"
Data Scientist,Wipro,Data Scientist,Bengaluru,Hybrid,6-10 Yrs,6,10,8.0,Not disclosed,Python developers are preferredStrong backend engineering background with expertise in ...,"generative ai, python, java, azure, langchain, langgraph, rag, api",https://www.naukri.com/job-listings-data-scientist-wipro-bengaluru-6-to-10-years-130226015844,"Python developers are preferredStrong backend engineering background with expertise in ... generative ai, python, java, azure, langchain, langgraph, rag, api",[],8,"['generative ai', 'python', 'java', 'azure', 'langchain', 'langgraph', 'rag', 'api']","generative ai, python, java, azure, langchain, langgraph, rag, api"
Data Scientist,Leading Client,Data Scientist,Chennai,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Bachelors Degree Quantitative Field (math, statistics, economics, computer science, phy...","data science, azure, snowflake, data modeling, databricks, ran, data bricks, python",https://www.naukri.com/job-listings-data-scientist-vak-consulting-llc-chennai-bengaluru-5-to-10-years-180226929605,"Bachelors Degree Quantitative Field (math, statistics, economics, computer science, phy... data science, azure, snowflake, data modeling, databricks, ran, data bricks, python",[],8,"['data science', 'azure', 'snowflake', 'data modeling', 'databricks', 'ran', 'data bricks', 'python']","data science, azure, snowflake, data modeling, databricks, ran, data bricks, python"
Data Scientist,Salesforce,Data Scientist,Bengaluru,On-site,9-14 Yrs,9,14,11.5,Not disclosed,"Required Skills & Experience: . 9+ years of experience in Data Science, Data Engineerin...","automation, networking, distribution system, analytics, monitoring, sql, crm, python",https://www.naukri.com/job-listings-data-scientist-salesforce-bengaluru-9-to-14-years-100226502895,"Required Skills & Experience: . 9+ years of experience in Data Science, Data Engineerin... automation, networking, distribution system, analytics, monitoring, sql, crm, python",[],8,"['automation', 'networking', 'distribution system', 'analytics', 'monitoring', 'sql', 'crm', 'python']","automation, networking, distribution system, analytics, monitoring, sql, crm, python"
Data Scientist,Leading Client,Data Scientist,Pune,On-site,4-9 Yrs,4,9,6.5,Not disclosed,"We are seeking a results-driven Data Scientist to design, build, and deploy predi...","data scientist, python, data pipelines, numpy, machine learning, distributed computing, sql, pandas",https://www.naukri.com/job-listings-data-scientist-zorba-consulting-india-pvt-ltd-pune-4-to-9-years-120226931170,"We are seeking a results-driven Data Scientist to design, build, and deploy predi... data scientist, python, data pipelines, numpy, machine learning, distributed computing, sql, pandas",[],8,"['data scientist', 'python', 'data pipelines', 'numpy', 'machine learning', 'distributed computing', 'sql', 'pandas']","data scientist, python, data pipelines, numpy, machine learning, distributed computing, sql, pandas"
Data Scientist,Leading Client,Data Scientist,Pune,On-site,4-9 Yrs,4,9,6.5,Not disclosed,"Primary Title :  Senior LLM Engineer (4+ years) - Hybrid, India.    About The Oppo...","data scientist, kubernetes, mlops, python, vector search, generative ai, conversational ai, ai",https://www.naukri.com/job-listings-data-scientist-zorba-consulting-india-pvt-ltd-pune-4-to-9-years-120226930898,"Primary Title :  Senior LLM Engineer (4+ years) - Hybrid, India.    About The Oppo... data scientist, kubernetes, mlops, python, vector search, generative ai, conversational ai, ai",[],8,"['data scientist', 'kubernetes', 'mlops', 'python', 'vector search', 'generative ai', 'conversational ai', 'ai']","data scientist, kubernetes, mlops, python, vector search, generative ai, conversational ai, ai"
AI Data Scientist/Architect,Leading Client,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Minimum 5 years of experience in programming with languages such as Python, R, and SAS....","data scientist, algorithms, python, sas, software design, ai, machine learning, programming languages",https://www.naukri.com/job-listings-ai-data-scientist-architect-ideslabs-private-limited-bengaluru-5-to-10-years-170226906258,"Minimum 5 years of experience in programming with languages such as Python, R, and SAS.... data scientist, algorithms, python, sas, software design, ai, machine learning, programming languages",[],8,"['data scientist', 'algorithms', 'python', 'sas', 'software design', 'ai', 'machine learning', 'programming languages']","data scientist, algorithms, python, sas, software design, ai, machine learning, programming languages"
Data Scientist,PwC India,Data Scientist,Gurugram,Hybrid,6-11 Yrs,6,11,8.5,Not disclosed,"Skills & Experience Experience with cloud AI / ML services (AWS, Azure, GCP). Key Respo...","machine learning, data science, tensorflow, generative ai, artificial intelligence, natural language processing, deep learning, scikit-learn",https://www.naukri.com/job-listings-data-scientist-pwc-india-gurugram-bengaluru-6-to-11-years-121225037604,"Skills & Experience Experience with cloud AI / ML services (AWS, Azure, GCP). Key Respo... machine learning, data science, tensorflow, generative ai, artificial intelligence, natural language processing, deep learning, scikit-learn",[],8,"['machine learning', 'data science', 'tensorflow', 'generative ai', 'artificial intelligence', 'natural language processing', 'deep learning', 'scikit-learn']","machine learning, data science, tensorflow, generative ai, artificial intelligence, natural language processing, deep learning, scikit-learn"
Data Scientist/ML Engineer,Connectio It,Data Scientist,Hyderabad,Hybrid,6-8 Yrs,6,8,7.0,15-25 Lacs PA,"Role & responsibilities   Data Scientist /ML engineers : ML Engineer with Python, SQL, ...","ml engineer, python, machine learning, sql, azure, microsoft azure, data, machine",https://www.naukri.com/job-listings-data-scientist-ml-engineer-connectio-it-hyderabad-6-to-8-years-190226931266,"Role & responsibilities   Data Scientist /ML engineers : ML Engineer with Python, SQL, ... ml engineer, python, machine learning, sql, azure, microsoft azure, data, machine",[],8,"['ml engineer', 'python', 'machine learning', 'sql', 'azure', 'microsoft azure', 'data', 'machine']","ml engineer, python, machine learning, sql, azure, microsoft azure, data, machine"
AI Data Scientist,Mercedes Benz,Data Scientist,Bengaluru,On-site,5-7 Yrs,5,7,6.0,Not disclosed,"About the RoleWe are looking for a Data Scientist who is highly skilled in Python, Larg...","data scientist, kubernetes, aks, numpy, microservices, docker, git, data science",https://www.naukri.com/job-listings-ai-data-scientist-mercedes-benz-research-and-development-india-pvt-ltd-bengaluru-5-to-7-years-100226914504,"About the RoleWe are looking for a Data Scientist who is highly skilled in Python, Larg... data scientist, kubernetes, aks, numpy, microservices, docker, git, data science",[],8,"['data scientist', 'kubernetes', 'aks', 'numpy', 'microservices', 'docker', 'git', 'data science']","data scientist, kubernetes, aks, numpy, microservices, docker, git, data science"
Data Scientist,MNC Group,Data Scientist,Gurugram(Cyber City),On-site,0-1 Yrs,0,1,0.5,8-10 Lacs PA,Education: Bachelor s degree requiredWe re looking for someone who is not only technica...,"node.js, retrieval augmented generation, machine learning, python, gen al, predictive modeling, time series analysis, natural language processing",https://www.naukri.com/job-listings-data-scientist-persolkelly-india-gurugram-0-to-1-years-200126014641,"Education: Bachelor s degree requiredWe re looking for someone who is not only technica... node.js, retrieval augmented generation, machine learning, python, gen al, predictive modeling, time series analysis, natural language processing",[],8,"['node.js', 'retrieval augmented generation', 'machine learning', 'python', 'gen al', 'predictive modeling', 'time series analysis', 'natural language processing']","node.js, retrieval augmented generation, machine learning, python, gen al, predictive modeling, time series analysis, natural language processing"
Data Scientist / Machine Learning Engineer  - Computer Vision,Connectrz,Data Scientist,Chennai(Sriperumbudur ),On-site,3-8 Yrs,3,8,5.5,20-35 Lacs PA (Including Variable: 12.0%),Bachelors degree with 3+ years of experiencePreferred candidate profile . Required Skil...,"computer vision, deep learning, python, predictive modeling, object detection, algorithm development, opencv, vision system",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-computer-vision-connectrz-chennai-3-to-8-years-110226029014,"Bachelors degree with 3+ years of experiencePreferred candidate profile . Required Skil... computer vision, deep learning, python, predictive modeling, object detection, algorithm development, opencv, vision system",[],8,"['computer vision', 'deep learning', 'python', 'predictive modeling', 'object detection', 'algorithm development', 'opencv', 'vision system']","computer vision, deep learning, python, predictive modeling, object detection, algorithm development, opencv, vision system"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,10-15 Yrs,10,15,12.5,Not disclosed,Experience with AI frameworks such as LangChain. Troubleshooting skills and creative in...,"data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-10-to-15-years-110226916610,"Experience with AI frameworks such as LangChain. Troubleshooting skills and creative in... data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm",[],8,"['data scientist', 'kubernetes', 'python', 'ai solutions', 'ai', 'business processes', 'cloud platforms', 'llm']","data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm"
Data Scientist,Genpact,Data Scientist,Bengaluru,Hybrid,7-10 Yrs,7,10,8.5,22.5-27.5 Lacs PA,JD-AI/ ML model development & building MLOps leveraging GCP | Collaborate & strategize ...,"data science, data scientist, machine learning, python, gcp, statistical modeling, aws, azure",https://www.naukri.com/job-listings-data-scientist-genpact-bengaluru-7-to-10-years-100226030614,"JD-AI/ ML model development & building MLOps leveraging GCP | Collaborate & strategize ... data science, data scientist, machine learning, python, gcp, statistical modeling, aws, azure",[],8,"['data science', 'data scientist', 'machine learning', 'python', 'gcp', 'statistical modeling', 'aws', 'azure']","data science, data scientist, machine learning, python, gcp, statistical modeling, aws, azure"
Full Stack Data Scientist,CAI,Data Scientist,Bengaluru,On-site,7-12 Yrs,7,12,9.5,Not disclosed,Req number: R. Employment type: Full timeExperience with MLflow for experiment tracking...,"model monitoring, cd, continuous integration, python, data, ci/cd, pyspark, aws sagemaker",https://www.naukri.com/job-listings-full-stack-data-scientist-cai-bengaluru-7-to-12-years-160226005093,"Req number: R. Employment type: Full timeExperience with MLflow for experiment tracking... model monitoring, cd, continuous integration, python, data, ci/cd, pyspark, aws sagemaker",[],8,"['model monitoring', 'cd', 'continuous integration', 'python', 'data', 'ci/cd', 'pyspark', 'aws sagemaker']","model monitoring, cd, continuous integration, python, data, ci/cd, pyspark, aws sagemaker"
Data Scientist - Bangalore,Tata Consultancy Services,Data Scientist,Bengaluru,On-site,6-11 Yrs,6,11,8.5,Not disclosed,"Location- BangaloreTech stack:  Python, Jenkins, Azure ML, AWS SageMaker, GCP Vertex AI...","sagemaker, s3, redshift, python, adls, jupyter, s, data",https://www.naukri.com/job-listings-data-scientist-bangalore-tata-consultancy-services-bengaluru-6-to-11-years-140226014874,"Location- BangaloreTech stack:  Python, Jenkins, Azure ML, AWS SageMaker, GCP Vertex AI... sagemaker, s3, redshift, python, adls, jupyter, s, data",[],7,"['sagemaker', 's3', 'redshift', 'python', 'adls', 'jupyter', 'data']","sagemaker, s3, redshift, python, adls, jupyter, data"
Data Scientist/ML Engineer,Hash Agile Technologies,Data Scientist,Hyderabad,On-site,7-10 Yrs,7,10,8.5,Not disclosed,"Role: Data ScientistLocation: Hyderabad, Telangana Department: Engineering Employment T...","machine learning, data bricks, neural networks, mlflow, networking, microsoft flow, bricks, data engineering",https://www.naukri.com/job-listings-data-scientist-ml-engineer-hash-agile-technologies-hyderabad-7-to-10-years-160226004197,"Role: Data ScientistLocation: Hyderabad, Telangana Department: Engineering Employment T... machine learning, data bricks, neural networks, mlflow, networking, microsoft flow, bricks, data engineering",[],8,"['machine learning', 'data bricks', 'neural networks', 'mlflow', 'networking', 'microsoft flow', 'bricks', 'data engineering']","machine learning, data bricks, neural networks, mlflow, networking, microsoft flow, bricks, data engineering"
Data Scientist,Cyient,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Strong expertise in Machine Learning, Deep Learning, and Generative AI. . Hands-on expe...","continuous integration, kubernetes, data, scikit-learn, ci/cd, tools, sql, docker",https://www.naukri.com/job-listings-data-scientist-cyient-limited-bengaluru-5-to-10-years-120226008745,"Strong expertise in Machine Learning, Deep Learning, and Generative AI. . Hands-on expe... continuous integration, kubernetes, data, scikit-learn, ci/cd, tools, sql, docker",[],8,"['continuous integration', 'kubernetes', 'data', 'scikit-learn', 'ci/cd', 'tools', 'sql', 'docker']","continuous integration, kubernetes, data, scikit-learn, ci/cd, tools, sql, docker"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,6-8 Yrs,6,8,7.0,Not disclosed,Bachelors Degree Masters Degree Required education Preferred education Required technic...,"data scientist, python, ai solutions, ai frameworks, ai, pyspark, cloud platforms, machine learning",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-6-to-8-years-090226906067,"Bachelors Degree Masters Degree Required education Preferred education Required technic... data scientist, python, ai solutions, ai frameworks, ai, pyspark, cloud platforms, machine learning",[],8,"['data scientist', 'python', 'ai solutions', 'ai frameworks', 'ai', 'pyspark', 'cloud platforms', 'machine learning']","data scientist, python, ai solutions, ai frameworks, ai, pyspark, cloud platforms, machine learning"
